page_number,paragraph_number,text,pages_to_skip,detection
3,42,Most Directors agreed that Thailand’s external position is substantially higher than warranted by,TRUE,normal
3,43,medium-term fundamentals and desirable policies. Some Directors called for a more cautious,TRUE,normal
3,44,interpretation of the external balance assessment citing Thailand-specific issues as contributing,TRUE,normal
3,45,factors.,TRUE,normal
3,46,NA,TRUE,empty
3,47,NA,TRUE,empty
4,1,NA,TRUE,empty
4,2,3,TRUE,garbage
4,3,NA,TRUE,empty
4,4,NA,TRUE,empty
4,5,Thailand: Selected Economic Indicators 2014–19,TRUE,normal
4,6,Prel. Proj. Proj.,TRUE,normal
4,7,2014 2015 2016 2017 2018 2019,TRUE,garbage
4,8,Real GDP growth (y/y percent change) 1/ 1.0 3.0 3.3 3.9 3.9 3.8,TRUE,normal
4,9,Consumption 1.2 2.3 2.8 2.6 3.7 4.4,TRUE,normal
4,10,Gross fixed investment -2.2 4.3 2.8 0.9 6.8 7.4,TRUE,normal
4,11,Inflation (y/y percent change),TRUE,normal
4,12,Headline CPI (end of period) 0.6 -0.9 1.1 0.8 0.8 1.0,TRUE,normal
4,13,Headline CPI (period average) 1.9 -0.9 0.2 0.7 1.4 0.7,TRUE,normal
4,14,Core CPI (end of period) 1.7 0.7 0.7 0.6 1.2 1.3,TRUE,normal
4,15,Core CPI (period average) 1.6 1.1 0.7 0.6 0.9 1.3,TRUE,normal
4,16,Saving and investment (percent of GDP),TRUE,normal
4,17,Gross domestic investment 23.9 22.3 21.1 22.8 24.2 24.7,TRUE,normal
4,18,Private 19.4 18.2 17.6 17.2 17.4 17.6,TRUE,normal
4,19,Public 5.2 6.3 6.4 6.0 6.8 7.1,TRUE,normal
4,20,Change in stocks -0.7 -2.2 -2.9 -0.3 0.0 0.0,TRUE,normal
4,21,Gross national saving 27.7 30.3 32.8 33.4 33.2 33.1,TRUE,normal
4,22,"Private, including statistical discrepancy 23.0 23.2 25.6 28.2 27.9 27.6",TRUE,normal
4,23,Public 4.7 7.1 7.2 5.3 5.3 5.4,TRUE,normal
4,24,Foreign saving -3.7 -8.0 -11.7 -10.6 -9.0 -8.3,TRUE,normal
4,25,Fiscal accounts (percent of GDP) 2/,TRUE,normal
4,26,General government balance 3/ -0.8 0.1 0.6 -0.6 -0.9 -0.9,TRUE,normal
4,27,SOEs balance -0.5 0.7 0.8 0.7 0.2 0.0,TRUE,normal
4,28,Public sector balance 4/ -1.3 0.9 1.4 0.1 -0.8 -0.9,TRUE,normal
4,29,Public sector debt (end of period) 4/ 43.3 42.5 41.8 41.9 41.6 41.6,TRUE,normal
4,30,"Monetary accounts (end of period, y/y percent change)",TRUE,normal
4,31,Broad money growth 4.6 4.4 4.2 5.1 4.5 5.3,TRUE,normal
4,32,Narrow money growth 1.3 5.7 4.8 9.4 4.5 5.3,TRUE,normal
4,33,Credit to the private sector by depository corporations 4.7 5.3 3.9 4.5 4.5 4.3,TRUE,normal
4,34,Balance of payments (billions of U.S. dollars),TRUE,normal
4,35,Current account balance 15.2 32.1 48.2 48.1 43.4 43.3,TRUE,normal
4,36,(Percent of GDP) 3.7 8.0 11.7 10.6 9.0 8.3,TRUE,normal
4,37,"Exports, f.o.b. 226.6 214.0 214.3 235.1 255.0 274.6",TRUE,normal
4,38,Growth rate (dollar terms) -0.4 -5.6 0.1 9.7 8.4 7.7,TRUE,normal
4,39,Growth rate (volume terms) 0.8 -2.0 0.1 5.6 5.9 5.6,TRUE,normal
4,40,"Imports, f.o.b. 209.4 187.2 177.7 203.2 224.9 243.0",TRUE,normal
4,41,Growth rate (dollar terms) -7.9 -10.6 -5.1 14.4 10.7 8.0,TRUE,normal
4,42,Growth rate (volume terms) -6.3 0.2 -2.3 8.5 6.1 7.4,TRUE,normal
4,43,Capital and financial account balance 5/ -16.4 -26.3 -35.4 -22.0 -33.7 -43.3,TRUE,normal
4,44,Overall balance -1.2 5.9 12.8 26.1 9.7 0.0,TRUE,normal
4,45,"Gross official reserves (including net forward position,",TRUE,normal
4,46,end of period) (billions of U.S. dollars) 180.2 168.2 197.6 239.3 249.0 249.0,TRUE,normal
4,47,(Months of following year's imports) 11.6 11.4 11.7 12.8 12.3 11.4,TRUE,normal
4,48,(Percent of short-term debt) 6/ 257.7 280.2 273.8 326.8 352.5 321.9,TRUE,normal
4,49,(Percent of ARA metric) 187.4 203.9 211.2 221.2 ... ...,TRUE,normal
4,50,Forward position of BOT (end of period) -23.1 -11.7 -25.8 -36.7 ... ...,TRUE,normal
4,51,Exchange rate (baht/U.S. dollar) 32.5 34.2 35.3 33.9 ... ...,TRUE,normal
4,52,NEER appreciation (annual average) -3.0 4.4 -3.2 4.3 ... ...,TRUE,normal
4,53,REER appreciation (annual average) -3.2 2.5 -4.0 3.4 ... ...,TRUE,normal
4,54,External debt,TRUE,normal
4,55,(Percent of GDP) 34.8 32.7 32.1 32.7 33.7 33.3,TRUE,normal
4,56,(Billions of U.S. dollars) 141.7 131.1 132.2 149.0 162.9 173.4,TRUE,normal
4,57,Public sector 7/ 25.3 20.6 22.6 31.1 41.6 45.5,TRUE,normal
4,58,Private sector 116.4 110.5 109.6 117.9 121.3 127.9,TRUE,normal
4,59,Medium- and long-term 60.4 58.3 56.8 59.5 60.8 64.3,TRUE,normal
4,60,Short-term (including portfolio flows) 56.0 52.2 52.8 58.4 60.5 63.7,TRUE,normal
4,61,Debt service ratio 8/ 4.9 6.3 5.8 5.7 6.0 6.3,TRUE,normal
4,62,Memorandum items:,TRUE,normal
4,63,"Nominal GDP (billions of baht) 13,230 13,747 14,533 15,450 16,150 17,003",TRUE,normal
4,64,(Billions of U.S. dollars) 407.3 401.4 411.8 455.3 … …,TRUE,normal
4,65,Sources: Thai authorities; CEIC Data Co. Ltd.; and IMF staff estimates and projections.,TRUE,normal
4,66,"1/ This series reflects the new GDP data based on the chain volume measure methodology, introduced by the Thai authorities in May 2015.",TRUE,normal
4,67,2/ On a fiscal year basis. The fiscal year ends on September 30.,TRUE,normal
4,68,"3/ Includes budgetary central government, extrabudgetary funds, and local governments.",TRUE,normal
4,69,4/ Includes general government and SOEs.,TRUE,normal
4,70,5/ Includes errors and omissions.,TRUE,normal
4,71,6/ With remaining maturity of one year or less.,TRUE,normal
4,72,7/ Excludes debt of state enterprises.,TRUE,normal
4,73,8/ Percent of exports of goods and services.,TRUE,normal
4,74,NA,TRUE,empty
4,75,NA,TRUE,empty
5,1,NA,FALSE,empty
5,2,NA,FALSE,empty
5,3,NA,FALSE,empty
5,4,THAILAND STAFF REPORT FOR THE 2018 ARTICLE IV CONSULTATION,FALSE,normal
5,5,NA,FALSE,empty
5,6,"KEY ISSUES Context: A cyclical recovery is underway though it is yet to be broad-based. Domestic demand remains sluggish amid structural challenges, inflation continues to show weak dynamics, and the current account surplus remains large. The authorities have taken important measures to strengthen financial stability, and enacted reforms that bode well for medium-term fiscal management and credibility. Under the 12th National Development Plan, the government’s program aims to address the impediments to growth and scale up infrastructure to enhance Thailand’s position in global value chains and propel the economy into the digital age. Outlook: Staff expects the growth momentum to carry over into 2018 and 2019, with a moderate slowdown in the medium term. Exports would be the main growth engine in the next two years, while domestic demand is expected to recover in the medium term. Inflation is projected to remain below the 2.5 percent target throughout the projection period. Risks to the outlook are broadly balanced in the near term, but tilted to the downside in the medium term. Policy recommendations: Staff recommends an expansionary policy mix including fiscal stimulus, monetary easing, and structural reforms which would help steer the economy toward a more balanced growth path and external rebalancing. Specifically:",FALSE,normal
5,7,"• Thailand should use available fiscal space judiciously to spur domestic demand and support potential output. Staff supports implementation of macro-critical public infrastructure projects, which would also crowd in private investment.",FALSE,normal
5,8,"• Monetary easing would help steer inflation to target. It would complement the fiscal stimulus, curtail risks of low inflation, and help balance capital flows. FX intervention should be limited to avoiding disorderly market conditions.",FALSE,normal
5,9,• Macroprudential policy should ensure continued containment of systemic risks from search-for-yield behavior. This would provide monetary policy the necessary space to effectively target inflation.,FALSE,normal
5,10,"• Structural reforms would help address the challenges that currently hamper domestic demand and potential growth, and prepare the country for longer-term demographic challenges. Recommended policies include strengthening public investment implementation capacity, improving social safety nets, supporting labor force participation and education, and improving the business environment.",FALSE,normal
5,11,NA,FALSE,empty
5,12,"May 2, 2018",FALSE,garbage
5,13,NA,FALSE,empty
6,1,NA,TRUE,empty
6,2,THAILAND,TRUE,normal
6,3,2 INTERNATIONAL MONETARY FUND,TRUE,page_footer
6,4,NA,TRUE,empty
6,5,Approved By Markus Rodlauer and,TRUE,normal
6,6,Zuzana Murgasova,TRUE,normal
6,7,"Discussions took place in Bangkok during March 7–20, 2018. The",TRUE,normal
6,8,"staff comprised Mr. Leigh (head), Messrs. Craig, Garcia, Saenz, Wu",TRUE,normal
6,9,"(all APD), Mr. Fukunaga (SPR) and Ms. Riad (COM). Mr. Rodlauer",TRUE,normal
6,10,(APD) participated in the first three days of the discussions.,TRUE,normal
6,11,Messrs. Agung and Sumawong (OED) accompanied the mission.,TRUE,normal
6,12,Ms. Dao (APD) provided analytical inputs. Mr. Landicho (APD),TRUE,normal
6,13,coordinated the production of the report.,TRUE,normal
6,14,NA,TRUE,empty
6,15,CONTENTS,TRUE,normal
6,16,CONTEXT: CYCLICAL RECOVERY AMID LONG-TERM CHALLENGES ___________________________ 4,TRUE,normal
6,17,"RECENT DEVELOPMENTS, OUTLOOK, AND RISKS _____________________________________________ 4",TRUE,normal
6,18,NA,TRUE,empty
6,19,SUPPORTING DOMESTIC DEMAND AND EXTERNAL REBALANCING _________________________ 8,TRUE,normal
6,20,A. Using Fiscal Space and Reforms to Spur Domestic Demand and Reduce External Imbalance _ 9,TRUE,sectionheader
6,21,B. Steering Inflation Back to Target and Providing Additional Support for,TRUE,sectionheader
6,22,External Rebalancing ________________________________________________________________________ 11,TRUE,normal
6,23,C. Preserving Financial Stability ________________________________________________________________ 15,TRUE,sectionheader
6,24,D. Raising Potential Growth and Strengthening Inclusiveness __________________________________ 17,TRUE,sectionheader
6,25,E. Strengthening the Integration of Fund Surveillance and Capacity Development ____________ 18,TRUE,sectionheader
6,26,NA,TRUE,empty
6,27,STAFF APPRAISAL _____________________________________________________________________________ 18,TRUE,normal
6,28,NA,TRUE,empty
6,29,BOXES,TRUE,normal
6,30,1. The Eastern Economic Corridor: Thailand 4.0 in Action ______________________________________ 20,TRUE,normal
6,31,2. Inspecting the Strength of Monetary Policy Transmission ______________________________________ 21,TRUE,normal
6,32,NA,TRUE,empty
6,33,FIGURES,TRUE,normal
6,34,1. Recent Real Sector and Price Dynamics ______________________________________________________ 23,TRUE,normal
6,35,2. Macro-Fiscal Developments _________________________________________________________________ 24,TRUE,normal
6,36,3. Inflation and Inflation Expectations __________________________________________________________ 25,TRUE,normal
6,37,4. Financial Sector Developments ______________________________________________________________ 26,TRUE,normal
6,38,5. Financial Soundness Indicators of Commercial Banks ________________________________________ 27,TRUE,normal
6,39,6. External Sector Developments _______________________________________________________________ 28,TRUE,normal
6,40,7. Structural Challenges ________________________________________________________________________ 29,TRUE,normal
6,41,NA,TRUE,empty
6,42,TABLES,TRUE,normal
6,43,"1. Selected Economic Indicators, 2014–19 ______________________________________________________ 30",TRUE,normal
6,44,"2. Macroeconomic Framework, 2013–23 _______________________________________________________ 31",TRUE,normal
6,45,"3. Balance of Payments, 2013–23 _______________________________________________________________ 32",TRUE,normal
6,46,"4. Monetary Survey, 2009–17 ___________________________________________________________________ 33",TRUE,normal
6,47,NA,TRUE,empty
7,1,NA,TRUE,empty
7,2,THAILAND,TRUE,normal
7,3,INTERNATIONAL MONETARY FUND 3,TRUE,page_footer
7,4,NA,TRUE,empty
7,5,"5. Medium-Term Fiscal Scenario, FY 2013–23 __________________________________________________ 34",TRUE,normal
7,6,"6. Banks' Financial Soundness Indicators, 2009–17 _____________________________________________ 35",TRUE,normal
7,7,NA,TRUE,empty
7,8,APPENDICES,TRUE,normal
7,9,I. Staff Policy Advice from the 2017 Article IV Consultation ____________________________________ 36,TRUE,sectionheader
7,10,II. Risk Assessment Matrix ______________________________________________________________________ 37,TRUE,normal
7,11,III. Assessment of Current Account Surplus _____________________________________________________ 38,TRUE,normal
7,12,IV. External Assessment _________________________________________________________________________ 41,TRUE,normal
7,13,V. External Debt Sustainability Analysis _________________________________________________________ 42,TRUE,sectionheader
7,14,VI. Public Debt Sustainability Analysis ___________________________________________________________ 44,TRUE,normal
7,15,NA,TRUE,empty
7,16,NA,TRUE,empty
7,17,NA,TRUE,empty
8,1,NA,FALSE,empty
8,2,THAILAND,FALSE,normal
8,3,4 INTERNATIONAL MONETARY FUND,FALSE,page_footer
8,4,NA,FALSE,empty
8,5,CONTEXT: CYCLICAL RECOVERY AMID LONG-TERM CHALLENGES,FALSE,normal
8,6,"1. Thailand’s economic outlook is improving. Growth is benefitting from stronger global and regional trade and greater clarity on the political transition. Trade in ASEAN+3 countries grew in dollars terms by 11.6 percent in 2017, and the outlook is for continued buoyant trade, although trade protectionism poses a downside risk. On the domestic side, the government indicated that national elections would now be held in early 2019, which should help reduce political uncertainty.",FALSE,normal
8,7,"2. Domestic demand remains sluggish reflecting structural challenges. Household debt is still high and weighs on consumption, particularly in the rural sector, which has been hit by weather shocks and a decline in commodity prices. Other structural factors may also be keeping growth from trickling down to household income: (i) the contraction in the working age population tends to reduce household income; (ii) automation in the manufacturing sectors can increase output without raising hours worked; and (iii) the ongoing structural transformation of the economy as services expand and manufacturing contracts may contribute to slow wage growth.",FALSE,normal
8,8,"3. Against this backdrop, discussions focused on a strategy to support domestic and external rebalancing and raise potential growth in the long run. During 2017, the fiscal stance was slightly contractionary, and monetary policy could have been more supportive (Appendix I). In the discussions, staff recommended an expansionary policy mix based on: (i) an infrastructure-driven fiscal stimulus to support domestic demand, including by drawing in private investment; (ii) monetary easing to help steer inflation back to target, with macroprudential policy geared to preserving financial stability; and (iii) structural reforms to address the long-term demographic challenges, increase productivity, and enhance inclusive growth. RECENT DEVELOPMENTS, OUTLOOK, AND RISKS",FALSE,normal
8,9,"4. While growth gained momentum in 2017, it has yet to be broad-based. Real GDP growth is estimated at 3.9 percent in 2017, boosted by strength in tourism services and manufacturing exports led by improving economic performance in the United States and the region. However, growth is not broad-based, with export gains failing to trickle down to household incomes and investment opportunities in other sectors.",FALSE,normal
8,10,"5. Inflation continues to show weak dynamics. Headline inflation averaged 0.7 percent in 2017, below the target band (2.5±1.5 percent) for the third year in a row (see Figure 3). Supply shocks, including global factors and low food prices owing to a strong harvest, partly explained the low headline inflation. Over the first quarter of 2018, despite the rebound in oil prices, headline inflation remained below the target band, partly reflecting low fresh food prices, but also persistently weak core",FALSE,normal
8,11,NA,FALSE,empty
9,1,NA,FALSE,empty
9,2,THAILAND,FALSE,normal
9,3,INTERNATIONAL MONETARY FUND 5,FALSE,page_footer
9,4,NA,FALSE,empty
9,5,"inflation (at 0.6 percent). At the same time, long-term inflation expectations have weakened in recent years and are now below the mid-point target, increasing the risk of low inflation over the medium term.",FALSE,normal
9,6,"6. The macro policy mix remained insufficiently supportive of external rebalancing. The monetary policy rate remained unchanged at 1.5 percent, despite sliding inflation expectations, keeping the (ex post) real interest rate above neutral rate estimates.1 The fiscal stance tightened somewhat—based on staff’s estimated structural balance—due to lower public investment, which was only partially offset by a decline in tax revenues. Part of the revenue decline is explained by a cut in the income tax in 2017, the impact of lower oil prices on oil tax revenues, and a reduction in import duties.",FALSE,normal
9,7,"7. The current account surplus remains excessive. Despite a modest decline, the surplus is estimated at 10.6 percent of GDP in 2017, reflecting buoyant exports of goods and services. In U.S. dollar terms, goods exports increased by 9.7 percent, following the improvement in trade partners’ economies. Rapid growth of tourism has been the main driver of service exports in recent years (see Appendix III). Visitors from Asia, especially China, accounted for the bulk of tourist arrivals, increasing to 72 percent of total visitors in 2017 from 60 percent in 2005. The capital and financial account registered a deficit of 4 percent of GDP. FDI outflows reached a historical high of 4.6 percent of GDP reflecting mainly Thai corporates' investment overseas. At about 30 percent of GDP in 2017, Thailand’s external debt is projected to remain relatively low over the medium term (Appendix V).",FALSE,normal
9,8,"8. The BOT continued to accumulate international reserves at a fast pace, while also allowing for some real exchange rate appreciation. The sizable and continuous monthly increase in the stock of reserves and FX forward position during 2017 suggests that FX intervention has been mostly one-sided. Nevertheless, the REER appreciated at an increasing pace, resulting in 3.4 percent real effective appreciation in 2017 and a 9.6 percent nominal appreciation versus the U.S. dollar. The large current account surplus and sizable portfolio inflows were the main drivers of exchange rate appreciation pressures and reserve accumulation, only partially offset by net outflows in FDI and other investment. As of December 2017, international reserves (including the net forward position) stood at US$239.3 billion, an increase of US$41.7 billion from end-2016 and well above Fund adequacy metrics.",FALSE,normal
9,9,"1 Using a TVP-VAR model of Lubik and Matthes (2015), staff estimated the neutral rate around 0.1 percent in 2017.",FALSE,normal
9,10,NA,FALSE,empty
9,11,0,FALSE,garbage
9,12,5,FALSE,garbage
9,13,10,FALSE,garbage
9,14,15,FALSE,garbage
9,15,20,FALSE,garbage
9,16,25,FALSE,garbage
9,17,30,FALSE,garbage
9,18,ASEAN China Europe Rest of Asia Others,FALSE,normal
9,19,2005 2017,FALSE,garbage
9,20,Sources: Thailand authorities; and IMF staff calculations. Thailand: Tourists by Country of Residence (In percent of total),FALSE,normal
9,21,NA,FALSE,empty
10,1,NA,FALSE,empty
10,2,THAILAND,FALSE,normal
10,3,6 INTERNATIONAL MONETARY FUND,FALSE,page_footer
10,4,NA,FALSE,empty
10,5,NA,FALSE,empty
10,6,"9. Staff expects the growth momentum to continue in 2018 and 2019, while domestic and external imbalances narrow only gradually. Export dynamism is expected to continue, while domestic demand remains sluggish, recovering only in the medium term. Fiscal policy is assumed to be supportive, with stimulus amounting to 1.4 percent of GDP over the medium term, resulting from a strong rebound in public investment in 2018 and partial implementation of the EEC projects starting in 2019 (see Box 1). The monetary policy rate is assumed to remain unchanged in the medium term. The current account balance is projected to decline only gradually over the medium term, as investor and consumer confidence solidify, and domestic private demand gathers speed. Inflation is expected to remain below the 2.5 percent target throughout the projection period, while the output gap is expected to close over the medium term.",FALSE,normal
10,7,"10. Risks to the outlook are broadly balanced in the near term, but tilted to the downside over the medium term. On the up side, the expansion in exports of goods and services, especially in tourism, could continue to exceed expectations. The impact of Eastern Economic Corridor (EEC) projects could also surpass staff’s projections of implementation and crowding in of private investment. On the downside, protectionism could dampen the dynamism in international trade. The fiscal stance in FY 2019 may not be sufficiently supportive of activity, and private domestic demand could fail to pick up owing to the household debt overhang, stagnant household income, and low SME investment and productivity growth. Inflation may fail to rise even if domestic demand does, given the flatness in the Phillips Curve and lower inflation expectations. Medium-term external risks include negative spillovers from the U.S. tax reform as the fiscal stimulus unwinds starting in 2021, monetary policy normalization in advanced economies, and a bumpy rebalancing in China (see Appendix II).",FALSE,normal
10,8,NA,FALSE,empty
10,9,NA,FALSE,empty
10,10,NA,FALSE,empty
10,11,NA,FALSE,empty
10,12,NA,FALSE,empty
10,13,NA,FALSE,empty
10,14,96,FALSE,garbage
10,15,100,FALSE,garbage
10,16,104,FALSE,garbage
10,17,108,FALSE,garbage
10,18,112,FALSE,garbage
10,19,116,FALSE,garbage
10,20,Ja n - 1 6,FALSE,garbage
10,21,F e b,FALSE,garbage
10,22,- 1 6,FALSE,garbage
10,23,M a r-,FALSE,garbage
10,24,1 6,FALSE,garbage
10,25,A p,FALSE,garbage
10,26,r- 1 6,FALSE,garbage
10,27,M a y - 1 6,FALSE,garbage
10,28,Ju n,FALSE,garbage
10,29,-1 6,FALSE,garbage
10,30,Ju l-,FALSE,garbage
10,31,1 6,FALSE,garbage
10,32,A u,FALSE,garbage
10,33,g - 1 6,FALSE,garbage
10,34,S e p,FALSE,garbage
10,35,- 1 6,FALSE,garbage
10,36,O c t-,FALSE,garbage
10,37,1 6,FALSE,garbage
