page_number,paragraph_number,text,pages_to_skip,detection
3,46,"2 At the conclusion of the discussion, the Managing Director, as Chairman of the Board, summarizes the views of Executive Directors, and this summary is transmitted to the country's authorities. An explanation of any qualifiers",TRUE,normal
3,47,used in summings up can be found here: http://www.imf.org/external/np/sec/misc/qualifiers.htm.,TRUE,normal
3,48,NA,TRUE,empty
4,1,NA,TRUE,empty
4,2,NA,TRUE,empty
4,3,Directors took positive note of the authorities’ efforts to strengthen financial oversight and crisis,TRUE,normal
4,4,"management. Going forward, they encouraged greater focus on the areas identified by the FSAP",TRUE,normal
4,5,"where further improvement is needed, including clarification of institutional mandates,",TRUE,normal
4,6,"improving supervision of financial institutions and financial conglomerates, adopting a more",TRUE,normal
4,7,"rigorous approach to credit risk, and continuing to strengthen the crisis management framework.",TRUE,normal
4,8,Continuing to monitor foreign exchange and external debt vulnerabilities of corporates will also,TRUE,normal
4,9,be important.,TRUE,normal
4,10,NA,TRUE,empty
4,11,NA,TRUE,empty
4,12,NA,TRUE,empty
5,1,NA,TRUE,empty
5,2,NA,TRUE,empty
5,3,Indonesia: Selected Economic Indicators,TRUE,normal
5,4,2013 2014 2015 2016 2017 2017 2018 Prel. Latest outturn Proj.,TRUE,normal
5,5,Real GDP (percent change) 5.6 5.0 4.9 5.0 5.1 5.0 Q1-Q3 5.3 Domestic demand 4.7 5.0 4.2 4.6 4.7 4.5 Q1-Q3 5.1 Of which:,TRUE,normal
5,6,Private consumption 1/ 5.5 5.3 4.8 5.0 5.0 5.0 Q1-Q3 5.0 Government consumption 6.7 1.2 5.3 -0.1 2.1 1.3 Q1-Q3 2.0 Gross fixed investment 5.0 4.4 5.0 4.5 6.0 5.8 Q1-Q3 6.2 Change in stocks 2/ -0.6 0.5 -0.6 0.3 -0.2 -0.3 Q1-Q3 0.0,TRUE,normal
5,7,Net exports 2/ 0.6 -0.2 1.0 0.1 0.7 0.8 Q1-Q3 0.3 Saving and investment (in percent of GDP),TRUE,normal
5,8,Gross investment 3/ 33.8 34.6 34.2 34.3 34.0 … … 34.1 Gross national saving 30.7 31.5 32.1 32.5 32.4 … … 32.3,TRUE,normal
5,9,Prices (12-month percent change) Consumer prices (end period) 8.1 8.4 3.4 3.0 3.3 3.3 Nov. 3.6 Consumer prices (period average) 6.4 6.4 6.4 3.5 3.8 3.8 Jan.-Nov. 3.4,TRUE,normal
5,10,Public finances (in percent of GDP) Central government revenue 15.1 14.7 13.1 12.5 12.0 8.1 Jan.-Sept. 12.2 Central government expenditure 17.3 16.8 15.7 15.0 14.7 10.1 Jan.-Sept. 14.7,TRUE,normal
5,11,Of which: Energy subsidies 3.2 3.2 1.0 0.9 0.7 0.4 Jan.-Sept. 0.7 Central government balance -2.2 -2.1 -2.6 -2.5 -2.7 -2.0 Jan.-Sept. -2.5 Primary balance -1.0 -0.9 -1.2 -1.0 -1.0 -0.8 Jan.-Sept. -0.9 Central government debt 24.8 24.7 27.4 28.3 29.0 … … 29.5,TRUE,normal
5,12,Money and credit (12-month percent change; end of period) Rupiah M2 9.4 13.5 9.0 11.7 12.0 9.8 Jul. … Base money 16.7 11.6 3.0 4.6 9.8 7.2 Jul. … Private Sector Credit 20.0 11.8 10.3 7.7 8.6 7.5 Sept. 10.3 One-month interbank rate (period average) 5.8 7.5 7.2 6.9 … …,TRUE,normal
5,13,"Balance of payments (US$ billions, unless otherwise indicated) Current account balance -29.1 -27.5 -17.5 -16.8 -16.9 -11.5 Q1-Q3 -20.4 In percent of GDP -3.2 -3.1 -2.0 -1.8 -1.7 -1.5 Q1-Q3 -1.9 Trade balance 5.8 7.0 14.0 15.4 18.4 15.8 Q1-Q3 14.8",TRUE,normal
5,14,"Of which: Oil and gas (net) -9.7 -11.8 -5.7 -4.8 -6.9 -5.0 Q1-Q3 -7.6 Inward direct investment 18.8 21.8 16.6 3.8 23.8 16.8 Q1-Q3 26.6 Overall balance -7.3 15.2 -1.1 12.1 11.3 10.6 Q1-Q3 7.3 Terms of trade, percent change (excluding oil) -2.5 -3.3 -14.6 -0.2 6.5 … … 2.7",TRUE,normal
5,15,Gross reserves In billions of U.S. dollars (end period) 99.4 111.9 105.9 116.4 127.6 126.5 Oct. 135.0 In months of prospective imports of goods and services 5.9 8.1 8.0 7.9 8.0 7.9 Oct. 7.9 As a percent of short-term debt 4/ 177 189 191 213 226 224 Oct. 234,TRUE,normal
5,16,Total external debt 5/ In billions of U.S. dollars 266.1 293.3 310.7 318.8 345.4 335.4 Q2 359.3 In percent of GDP 29.0 32.9 36.1 34.2 34.0 33.0 Q2 32.8,TRUE,normal
5,17,"Exchange rate Rupiah per U.S. dollar (period average) 10,414 11,862 13,391 13,306 … 13,382 Jan.- Dec. … Rupiah per U.S. dollar (end of period) 12,171 12,435 13,788 13,473 … 13,579 Dec. 18 …",TRUE,normal
5,18,"Memorandum items: Jakarta Stock Exchange (12-month percentage change,",TRUE,normal
5,19,composite index) -1.0 22.3 -12.1 15.3 … 15.5 Dec. 18 (ytd) … Oil production (thousands of barrels per day) 830 794 800 820 815 800,TRUE,normal
5,20,"Nominal GDP (in trillions of rupiah) 9,546 10,570 11,532 12,407 13,604 14,852",TRUE,normal
5,21,Sources: Data provided by the Indonesian authorities; and IMF staff estimates and projections.,TRUE,normal
5,22,1/ Includes NPISH consumption. 2/ Contribution to GDP growth (percentage points). 3/ Includes changes in stocks. 4/ Short-term debt on a remaining maturity basis. 5/ Public and private external debt.,TRUE,normal
5,23,NA,TRUE,empty
5,24,NA,TRUE,empty
5,25,NA,TRUE,empty
5,26,NA,TRUE,empty
6,1,NA,FALSE,empty
6,2,NA,FALSE,empty
6,3,NA,FALSE,empty
6,4,INDONESIA STAFF REPORT FOR THE 2017 ARTICLE IV CONSULTATION,FALSE,normal
6,5,NA,FALSE,empty
6,6,"KEY ISSUES Context. The Indonesian economy continues to perform well. Economic growth has stabilized at near 5 percent, inflation has moderated, the current account deficit is manageable, and systemic risks are contained. Indonesia is in a good position to address its socio-economic challenges. Creating sufficient jobs for its young and growing population and reaping the benefits of the demographic dividend requires higher sustainable and inclusive growth and economic diversification. Outlook. Growth is projected at 5.1 percent in 2017 and 5.6 percent over the medium term, led by robust domestic demand. Inflation is expected to remain within the target band due to stable administered prices and well-anchored inflation expectations. The current account deficit is expected to remain contained due to robust exports. Risks, however, remain tilted to the downside and are mainly external. Main policy recommendations:",FALSE,normal
6,7,"• Boosting potential growth requires a comprehensive, self-reinforcing, and properly sequenced fiscal-structural reform package. The near-term priority should be on structural reforms with low fiscal costs. Gains in growth from these reforms and additional revenue from a medium-term revenue strategy would allow for higher spending on infrastructure, education, health, and further structural reforms. Meanwhile, the increase in infrastructure spending should be paced in line with available financing and the economy’s absorptive capacity.",FALSE,normal
6,8,"• Given the slightly negative output gap, slow credit growth, and downside risks, the near-term policy mix should support growth while preserving stability. Monetary policy should continue focusing on price stability and supporting growth, while exchange rate flexibility should be maintained. Fiscal adjustment should be gradual in 2018 to protect growth, while rebuilding fiscal buffers.",FALSE,normal
6,9,"• Efforts should continue to enhance financial oversight and crisis management. The enforcement of prudential regulations should be strengthened, while restructured and special mention loans should continue to be closely monitored, while properly enforcing loan classification to avoid evergreening. Legal protection of supervisors should be enhanced to ensure timely actions.",FALSE,normal
6,10,NA,FALSE,empty
6,11,NA,FALSE,empty
6,12,"December 21, 2017",FALSE,normal
6,13,NA,FALSE,empty
7,1,NA,TRUE,empty
7,2,INDONESIA,TRUE,normal
7,3,2 INTERNATIONAL MONETARY FUND,TRUE,page_footer
7,4,Approved By Kenneth H. Kang and,TRUE,normal
7,5,Petya Koeva Brooks,TRUE,normal
7,6,"Mission dates: November 1–14, 2017",TRUE,normal
7,7,"Mission team: L. Breuer (Head), J. Guajardo, T. Kinda, J. Shin (all APD),",TRUE,normal
7,8,"H. Jin (FAD), H. Kang (MCM), Y. Lu (SPR), supported by J. Nelmes",TRUE,sectionheader
7,9,"(senior resident representative), K. Manasseh, T. Yan (both COM),",TRUE,normal
7,10,and T. Feridhanusetyawan (APD). U. Eriksson von Allmen (Head of,TRUE,normal
7,11,"the FSAP team, MCM) discussed the findings of the FSAP. J. Agung,",TRUE,normal
7,12,"Executive Director, and A. Machmud, Senior Advisor, joined some",TRUE,normal
7,13,meetings. A. Isnawangsih and N. Jotikasthira (both APD) worked in,TRUE,normal
7,14,the preparation of this report.,TRUE,normal
7,15,NA,TRUE,empty
7,16,CONTENTS,TRUE,normal
7,17,CONTEXT_________________________________________________________________________________________ 4,TRUE,normal
7,18,NA,TRUE,empty
7,19,"RECENT DEVELOPMENTS, OUTLOOK, AND RISKS _____________________________________________ 5",TRUE,normal
7,20,A. Recent Developments ________________________________________________________________________ 5,TRUE,sectionheader
7,21,B. Outlook and Risks ____________________________________________________________________________ 5,TRUE,sectionheader
7,22,C. External Sector Assessment ___________________________________________________________________ 6,TRUE,sectionheader
7,23,NA,TRUE,empty
7,24,POLICIES TO BOOST POTENTIAL GROWTH AND SAFEGUARD MACROFINANCIAL,TRUE,normal
7,25,STABILITY ____________________________________________________________________________________ 7,TRUE,normal
7,26,A. Fiscal and Other Structural Policies to Boost Potential Growth ________________________________ 8,TRUE,sectionheader
7,27,B. Near-Term Policy Mix—Supporting Growth While Preserving Stability ______________________ 15,TRUE,sectionheader
7,28,NA,TRUE,empty
7,29,STAFF APPRAISAL ______________________________________________________________________________ 20,TRUE,normal
7,30,NA,TRUE,empty
7,31,BOXES,TRUE,normal
7,32,1. Indonesia’s Demographic Dividend: Opportunities and Challenges __________________________ 22,TRUE,normal
7,33,2. Strengthening Institutions and Funding for Infrastructure ___________________________________ 23,TRUE,normal
7,34,3. Implementation of the 2017 FSAP Key Recommendations ___________________________________ 24,TRUE,normal
7,35,NA,TRUE,empty
7,36,FIGURES,TRUE,normal
7,37,1. Macro-Financial Developments ______________________________________________________________ 25,TRUE,normal
7,38,2. Recent Market Developments _______________________________________________________________ 27,TRUE,normal
7,39,3. Real Sector___________________________________________________________________________________ 28,TRUE,normal
7,40,4. External Sector _______________________________________________________________________________ 29,TRUE,normal
7,41,5. Fiscal Sector _________________________________________________________________________________ 30,TRUE,normal
7,42,6. Monetary Sector and Bank Liquidity Developments _________________________________________ 31,TRUE,normal
7,43,"7. Selected Emerging Market Economies: Financial Soundness Indicators, 2017:Q2 ____________ 32",TRUE,normal
7,44,8. Financial Soundness Indicators by Size of Commercial Banks ________________________________ 33,TRUE,normal
7,45,NA,TRUE,empty
7,46,NA,TRUE,empty
8,1,NA,TRUE,empty
8,2,INDONESIA,TRUE,normal
8,3,INTERNATIONAL MONETARY FUND 3,TRUE,page_footer
8,4,TABLES,TRUE,normal
8,5,"1. Selected Economic Indicators, 2013–18 ______________________________________________________ 34",TRUE,normal
8,6,"2. Selected Vulnerability Indicators, 2013–17 ___________________________________________________ 35",TRUE,normal
8,7,"3. Balance of Payments, 2013–18 _______________________________________________________________ 36",TRUE,normal
8,8,"4. Medium-Term Macroeconomic Framework, 2015–22 ________________________________________ 37",TRUE,normal
8,9,"5. Summary of Central Government Operations, 2014–18 (In trillions of rupiah) _______________ 38",TRUE,normal
8,10,"6. Summary of Central Government Operations, 2014–18 (In percent of GDP) _________________ 39",TRUE,normal
8,11,"7. Summary of General Government Operations, 2014–18 _____________________________________ 40",TRUE,normal
8,12,"8. Monetary Survey, 2013–17 ___________________________________________________________________ 41",TRUE,normal
8,13,"9. Financial Soundness Indicators, 2013–17 ____________________________________________________ 42",TRUE,normal
8,14,10. Key Poverty and Social Indicators ____________________________________________________________ 43,TRUE,normal
8,15,11. Key FSAP Recommendations ________________________________________________________________ 44,TRUE,normal
8,16,NA,TRUE,empty
8,17,APPENDICES,TRUE,normal
8,18,1. Risk Assessment Matrix ______________________________________________________________________ 45,TRUE,normal
8,19,2. External Sector Report _______________________________________________________________________ 46,TRUE,normal
8,20,3. Debt Sustainability Analysis __________________________________________________________________ 47,TRUE,normal
8,21,4. The Authorities’ Economic Policy Packages __________________________________________________ 55,TRUE,normal
8,22,5. Impact of Fiscal and Other Structural Reforms _______________________________________________ 59,TRUE,normal
8,23,NA,TRUE,empty
8,24,NA,TRUE,empty
8,25,NA,TRUE,empty
8,26,NA,TRUE,empty
8,27,NA,TRUE,empty
8,28,NA,TRUE,empty
8,29,NA,TRUE,empty
8,30,NA,TRUE,empty
9,1,NA,FALSE,empty
9,2,INDONESIA,FALSE,normal
9,3,4 INTERNATIONAL MONETARY FUND,FALSE,page_footer
9,4,CONTEXT,FALSE,normal
9,5,"1. The Indonesian economy continues to perform well. Economic growth has stabilized at near 5 percent, inflation has moderated, the current account deficit is manageable, and systemic risks are contained.1 The current favorable external environment, characterized by a pickup in global growth, supportive financial conditions, and a partial recovery of commodity prices, provides a window of opportunity to push forward the government’s reform agenda, while addressing vulnerabilities and risks, including the reliance on external financing.",FALSE,normal
9,6,"2. Against this backdrop, the country is in a favorable position to address its socio- economic challenges. The government’s objective to achieve higher sustainable and inclusive growth will help create jobs for the young and growing population. Indonesia’s working age population is growing rapidly, at 1.6 percent or 2.5 million people per year (Box 1), which could increase further youth unemployment (19.4 percent in 2016).2 In addition to faster economic growth, reaping the benefits of the demographic dividend requires diversifying the economy away from agriculture and towards industry and services, which have larger elasticities of employment growth to output growth.",FALSE,normal
9,7,"3. Discussions focused on policies to boost potential growth in the medium term as well as on the appropriate policy mix in the near term. Increasing potential growth requires a self- reinforcing fiscal-structural reform package that mobilizes revenues to finance development spending (infrastructure, education, health, and targeted transfers), and supports structural reforms to the product, labor, and financial markets. The near-term policy mix, given the slightly negative output gap, slow credit growth, and downside risks, should protect growth while preserving stability.",FALSE,normal
9,8,"4. The authorities’ policies have been broadly in line with past policy advice. Monetary policy easing in 2017 was appropriate given cyclical considerations and moderate inflation, and there has been further progress with monetary operations reforms. The authorities are taking steps to implement the 2017 FSAP recommendations and progress has already been made in some areas. On the fiscal front, there have been efforts to rebalance the budget away from untargeted subsidies towards social and infrastructure spending. However, the progress in implementing a medium-term revenue strategy has been slow, and the authorities are focusing on tax administration reforms using the information gathered from the tax amnesty implemented in 2016–17.",FALSE,normal
9,9,"1 S&P upgraded Indonesia to investment grade in May 2017, which was the last of the major rating agencies to do it.",FALSE,normal
9,10,2 Working age population is defined as 15–64 years old and youth as 15–24 years old. See Chapter 1 in the forthcoming selected issues.,FALSE,normal
9,11,NA,FALSE,empty
9,12,NA,FALSE,empty
10,1,NA,FALSE,empty
10,2,INDONESIA,FALSE,normal
10,3,INTERNATIONAL MONETARY FUND 5,FALSE,page_footer
10,4,"RECENT DEVELOPMENTS, OUTLOOK, AND RISKS",FALSE,normal
10,5,A. Recent Developments,FALSE,sectionheader
10,6,"5. Real GDP growth picked up slightly to 5.1 percent (y/y) in Q3:2017 from 5 percent in 2016 and H1:2017, led by stronger export and fixed investment growth. Private consumption growth remained stable at 5 percent, while government consumption and public investment growth increased. The output gap is estimated at around –0.5 percent of GDP.",FALSE,normal
10,7,"6. The credit cycle downturn has continued, with credit growth slowing to 7.7 percent (y/y) in September 2017 and a negative credit-to-GDP gap, reflecting both weaker demand and banks’ tighter lending standards.",FALSE,normal
10,8,"7. Inflation fell to 3.3 percent (y/y) in November, or to the lower half of the official target band (4±1 percent), due to the slightly negative output gap, stable food prices, and well-anchored inflation expectations, which more than offset the increase in electricity prices earlier in the year due to improved targeting of subsidies. Core inflation has remained stable at around 3 percent.",FALSE,normal
10,9,"8. The fiscal deficit is projected to increase in 2017 to near the statutory ceiling of 3 percent of GDP due to modest tax revenue growth. Despite robust oil and gas revenue, total revenue grew by 4.4 percent (y/y) through October, less than envisaged in the original budget (16.7 percent, y/y). A revised budget was submitted in July 2017, with higher spending on subsidies and investment, and a larger fiscal deficit of 2.9 percent of GDP (2.4 percent in the original budget). However, expenditure restraint in H2:2017 has helped contain the fiscal deficit to around 2.7 percent of GDP, despite revenue shortages of 0.8 percent of GDP. The fiscal stance is projected to be neutral in 2017, with the cyclically adjusted primary balance remaining broadly unchanged.",FALSE,normal
10,10,"9. The current account (CA) deficit fell to 1.5 percent of GDP in Q1-Q3:2017 from 1.8 percent in 2016 due to higher exports, led by coal and palm oil. Portfolio inflows, mainly into local currency government bonds, have been robust. The balance of payments (BOP) has remained in surplus, and international reserves reached US$126 billion (8 months of imports) in November 2017. The rupiah has depreciated by 0.1 percent in nominal effective terms in the first 10 months of 2017, but it has appreciated by 2.1 percent in real effective terms due to the inflation differential.",FALSE,normal
10,11,B. Outlook and Risks,FALSE,sectionheader
10,12,"10. The economy is expected to improve in the near term. Real GDP growth is projected at 5.1 percent in 2017 and 5.3 percent in 2018, led by a pickup in investment and credit, and higher commodity prices. Infrastructure investment is also expected to increase, although less than planned by the authorities. Inflation is projected at 3.3 percent in 2017 and 3.6 percent in 2018, within the official target range (4±1 percent in 2017 and 3.5±1 percent in 2018), due to stable food and administered prices, and a slightly negative output gap. The CA deficit is projected to remain",FALSE,normal
10,13,NA,FALSE,empty
11,1,NA,FALSE,empty
11,2,INDONESIA,FALSE,normal
11,3,6 INTERNATIONAL MONETARY FUND,FALSE,page_footer
11,4,"contained at 1.7 percent of GDP in 2017 and 1.9 percent in 2018 due to firmer commodity prices and robust exports, with the BOP remaining in surplus.",FALSE,normal
11,5,"11. The medium-term outlook is favorable. Real GDP growth is projected at 5.6 percent over the medium term due to robust domestic demand, with the output gap closing in 2020. These projections include smaller increases in infrastructure investment than planned by the authorities and do not include major tax reforms. Inflation is expected to remain within the target band. Improved bank balance sheets and sustained economic growth would lead to a gradual pickup in credit growth to 12 percent by 2020, with the credit gap also closing in 2020.",FALSE,normal
11,6,"12. Risks to the outlook remain tilted to the downside (Appendix I). The main risks are external, including a reversal in capital inflows (triggered by global financial volatility or uncertainty around U.S. monetary and fiscal policies), lower growth in China, and geopolitical tensions. The impact of these shocks could be amplified by the fiscal and corporate sectors’ heavy reliance on nonresident financing (61 percent and 33 percent of total debt, respectively). On the upside, global growth and commodity prices could be stronger than expected. Domestic risks include tax revenue shortfalls, larger fiscal financing needs due to higher interest rates, political uncertainty in the run-up to the 2019 presidential elections, and natural disasters.",FALSE,normal
11,7,"13. Systemic financial risks are contained, but some critical vulnerabilities remain. FSAP stress tests find that banks are broadly resilient to severe external shocks. The banking system remains sound with high capital, ample liquidity, and strong profitability. Banks have been repairing their balance sheets, but problem loans, including NPLs, special mention and restructured loans, remain elevated at over 10 percent of total loans due to legacy effects from the fall in commodity prices and the slight economic slack. Banks are also exposed to potential systemic financial risk given their exposure to the corporate sector, which is vulnerable to FX and external rollover risks.",FALSE,normal
11,8,NA,FALSE,empty
11,9,NA,FALSE,empty
11,10,NA,FALSE,empty
11,11,NA,FALSE,empty
11,12,C. External Sector Assessment,FALSE,sectionheader
11,13,"14. Indonesia’s external position is assessed as broadly consistent with fundamentals and desirable policies, while external debt remains sustainable. Preliminary estimates indicate that",FALSE,normal
11,14,NA,FALSE,empty
12,1,NA,FALSE,empty
12,2,INDONESIA,FALSE,normal
12,3,INTERNATIONAL MONETARY FUND 7,FALSE,page_footer
12,4,"the CA deficit remains close to the estimated CA norm (Appendix II).3 The level and composition of the net international investment position indicate that Indonesia’s external position is sustainable. External debt remained moderate at 34.4 percent of GDP in September 2017. External financing appears sustainable, although it could be affected by domestic and external volatility (Appendix III). International reserves, projected at US$127.6 billion or 134 percent of the IMF’s reserve adequacy metric at end-2017, would be sufficient to address most shocks. Authorities’ Views",FALSE,normal
